sent_id,tokens,dep_labels
ess_1629,"'ROOT', 'Ekonomi', 've', 'psikolojiye', 'de', ',', 'yarar', 'doğrusu', '.'","42, 39, 10, 17, 4, 38, 17, 14, 38"
bio_556,"'ROOT', 'Kimseye', 'tabak', ',', 'çatal', ',', 'bıçak', 'verilmiyor', '.'","42, 35, 32, 38, 17, 38, 17, 39, 38"
news_797,"'ROOT', 'Üçüncü', 'periyodun', 'başında', 'topları', ""Stelmahers'le"", 'buluşturan', 'Turuncu', 'Yeşilliler', ',', 'bu', 'oyuncunun', 'isabetli', 'atışlarıyla', ""Opel'in"", 'gardını', 'indirdi', '.'","42, 5, 31, 35, 34, 35, 1, 32, 14, 38, 21, 31, 5, 35, 31, 34, 39, 38"
pop_934,"'ROOT', 'Bir', 'sperm', 'yumurta', 'içine', 'girdikten', 'sonra', 'yumurta', 'zarının', 'özelliğini', 'değiştirerek', 'başka', 'spermlerin', 'yumurta', 'içine', 'girmesine', 'müsaade', 'etmez', '.'","42, 21, 32, 31, 35, 2, 9, 31, 31, 34, 2, 5, 32, 31, 35, 35, 39, 15, 38"
pop_1895,"'ROOT', 'Onların', 'gücü', 've', 'enerjisi', 'yenilgiyi', 'kabullenmemelerinden', 'dir', '.'","42, 31, 32, 10, 17, 5, 39, 18, 38"
news_1312,"'ROOT', '-', 'Ben', 'müziğin', ',', 'ritmin', 'içinde', 'kayboluyorum', 'bir', 'anda', '.'","42, 38, 32, 31, 38, 17, 35, 39, 21, 35, 38"
pop_1401,"'ROOT', ""RAMAYANA'DAKİ"", 'KURBANLAR'","42, 5, 39"
ess_1666,"'ROOT', 'Sürekli', 'bir', 'yenilik', 'olduğu', 'için', 'herkesin', 'kanıksadığı', 'bir', 'eski', 'gibi', 'ortak', 'bir', 'tan.mı', 'yok', 'tur', '.'","42, 3, 21, 34, 1, 9, 31, 1, 33, 5, 9, 5, 21, 32, 39, 18, 38"
bio_702,"'ROOT', 'Sahurda', 'gazinodan', 'eve', 'dönerken', 'üç', 'dört', 'genç', 'onu', 'takip', 'etmişti', '.'","42, 35, 35, 35, 2, 33, 25, 32, 34, 39, 15, 38"
bio_941,"'ROOT', 'Nasıl', 'anlatsam', ',', 'nereden', 'başlasam', '.'","42, 3, 39, 38, 35, 17, 38"
bio_294,"'ROOT', 'Alnını', 'kırıştırıp', 'sordu', ':'","42, 34, 2, 39, 38"
ess_228,"'ROOT', 'Onun', 'yanında', 'sade', 've', 'sadece', 'yüreğim', 'işliyor', 'benim', ',', 'ya', 'sizin', '?'","42, 31, 35, 3, 10, 3, 32, 39, 31, 38, 4, 17, 38"
bio_1138,"'ROOT', 'Lakin', ',', 'Killing', 'dayım', 'iki', 'haftadır', 'eve', 'hiç', 'uğramamış', 'ki', '.'","42, 29, 38, 32, 25, 33, 35, 34, 3, 39, 4, 38"
ess_765,"'ROOT', 'O', 'zaman', 'içi', 'boş', 'dinci', ',', 'milliyetçi', ',', 'liberal', ',', 'solcu', 'sloganların', 'artık', 'para', 'etmediğini', 'görecekler', '.'","42, 21, 3, 32, 5, 17, 38, 17, 38, 17, 38, 17, 32, 3, 12, 15, 39, 38"
bio_1473,"'ROOT', 'İki', 'yanı', 'var', 'bu', 'stüdyoların', '.'","42, 33, 32, 39, 21, 31, 38"
news_1353,"'ROOT', 'Bu', ',', 'bizce', 'çok', 'olumlu', '...""'","42, 32, 38, 3, 3, 39, 38"
pop_1096,"'ROOT', '""Ey', 'inanan', '...'","42, 40, 39, 38"
ins_1886,"'ROOT', 'Prenses', 'tabaklara', 'uzun', 'uzun', 'bakıyor', '.'","42, 32, 35, 3, 16, 39, 38"
news_317,"'ROOT', 'Araştırma', ',', 'İstanbul', ',', 'Ankara', ',', 'İzmir', ',', 'Adana', ',', 'Antalya', ',', 'Bursa', ',', 'Denizli', ',', 'Diyarbakır', ',', 'Edirne', ',', 'Erzurum', ',', 'Gaziantep', ',', 'Konya', ',', 'Kayseri', ',', 'Manisa', ',', 'Samsun', ',', 'Trabzon', 'illerinde', 'gerçekleştirildi', '.'","42, 32, 38, 31, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 38, 17, 35, 39, 38"
pop_1545,"'ROOT', 'Torpil', 'yapıyorlar', 'sandım', '.'","42, 34, 12, 39, 38"
ins_1315,"'ROOT', '4', '.', 'Çevrenizi', 'korumak', 'için', 'neler', 'yapabilirsiniz', '?'","42, 5, 38, 34, 2, 9, 34, 39, 38"
ins_1920,"'ROOT', 'Kendini', 'çekti', '.'","42, 34, 39, 38"
news_526,"'ROOT', '4616', 'Sayılı', 'Şartla', 'Salıverilmeye', ',', 'Dava', 've', 'Cezaların', 'Ertelenmesine', 'Dair', 'Yasa', 'ile', 'tahliye', 'edilmesiyle', '""mağdur', '""', 'olduklarını', 'belirten', 'bir', 'grubu', 'makamında', 'kabul', 'etti', '.'","42, 33, 5, 35, 5, 38, 32, 10, 17, 17, 9, 35, 9, 35, 15, 5, 38, 12, 1, 21, 34, 35, 39, 15, 38"
bio_1585,"'ROOT', 'Annem', 'de', 'onun', 'öbür', 'koluna', 'girdi', '.'","42, 32, 4, 31, 5, 39, 14, 38"
pop_882,"'ROOT', '2', 'çorba', 'kaşığı', 'çekirdekleri', 'çıkartılmış', 'siyah', 'zeytin'","42, 33, 31, 5, 32, 1, 5, 39"
bio_1944,"'ROOT', 'Lokantada', 'başka', 'bir', 'numara', ':'","42, 35, 5, 21, 39, 38"
ins_1719,"'ROOT', 'Bu', 'sürede', 'yanındaki', 'insanlara', 'baktı', '.'","42, 21, 35, 5, 35, 39, 38"
ess_491,"'ROOT', 'Bluzun', ',', 'her', 'birinin', 'tadına', 'varılarak', 'teker', 'teker', 'yavaşça', 'açılan', 'düğmeleri', '.'","42, 31, 38, 21, 31, 34, 2, 3, 16, 3, 1, 39, 38"
news_972,"'ROOT', 'Bu', 'doğrultuda', ',', ""1980'li"", 've', ""1990'lı"", 'yıllarda', 'teorik', ',', 'sosyolojik', 've', 'felsefi', 'metinlere', 'yönelik', 'ilgi', 'ne', 'kadar', 'doğalsa', ',', 'şimdi', 'de', 'siyaset', 've', 'uluslararası', 'ilişkiler', 'alanındaki', 'metinlere', 'yönelik', 'ilginin', 'arttığını', 'görmek', 'zor', 'değildir', '.'","42, 21, 35, 38, 33, 10, 17, 35, 5, 38, 17, 10, 17, 5, 9, 32, 35, 3, 2, 38, 3, 4, 31, 10, 5, 17, 5, 5, 9, 32, 12, 19, 39, 7, 38"
ins_28,"'ROOT', 'Evren', 'Türküsü', 'ad', 'lı', 'kitaba', 'Türk', 'Dil', 'Kurumu', 'şiir', 'ödülünü', 'kazandı', '.'","42, 30, 25, 5, 9, 35, 31, 25, 25, 31, 34, 39, 38"
ess_476,"'ROOT', '""', 'Sharon', 'Stone', ""35'inden"", 'sonra', 'meşhur', 'oldu', ',', '""', 'diye', 'diye', 'sığınılmaya', 'çalışılan', 'Teselli', 'Limanları', '.'","42, 38, 32, 25, 3, 9, 32, 12, 38, 38, 2, 16, 12, 1, 5, 39, 38"
bio_1481,"'ROOT', 'İpek', 'Çeken', ',', 'benim', 'ısrarımla', ',', 'jüride', 'bulunan', 'Lord', 'Laurence', ""Olivier'nin"", 'oğlu', ',', 'Vivien', ""Leigh'in"", 'üvey', 'oğlu', 'Tarquin', ""Olivier'den"", 'de', 'en', 'yüksek', 'puanı', 'almasına', 'rağmen', 'birinciliği', 'Derya', ""Arbaş'a"", 'kaptırdı', 've', 'ancak', 'ikinci', 'olabildi', '.'","42, 32, 25, 38, 31, 35, 38, 35, 1, 31, 25, 25, 30, 38, 31, 25, 5, 17, 35, 25, 4, 3, 5, 34, 2, 9, 34, 35, 25, 39, 10, 3, 17, 15, 38"
bio_1363,"'ROOT', 'Kimseyle', 'paylaşmadan', 'kitaplar', 'okuyup', ',', 'resim', 'yapıp', 'şehrin', 'arka', 'yüzünü', 'keşfetmeye', 'çalıştığım', 'bu', 'hayata', 'hiç', 'karıştırmadığım', 'bazı', 'berbat', 'arkadaşlar', 'da', 'edinmiştim', '.'","42, 34, 2, 34, 2, 38, 34, 17, 31, 5, 34, 12, 1, 21, 35, 3, 1, 21, 5, 34, 4, 39, 38"
ess_320,"'ROOT', 'Bir', 'tek', 'içer', 'misiniz', 'Yılmaz', ',', 'Aziz', ',', 'Kemal', 'ağabey', '?'","42, 21, 34, 39, 8, 32, 38, 17, 38, 17, 6, 38"
bio_1677,"'ROOT', 'Kendi', 'gerçeklerini', 'değil', '...'","42, 31, 39, 7, 38"
ins_420,"'ROOT', 'Eğer', 'çizgiden', 'dışarıya', 'çıkacak', 'olursak', ',', 'annem', ',', 'nerede', 've', 'nasıl', 'olursa', 'olsun', ',', 'bize', 'derhâl', 'ders', 'vermenin', 'gerekli', 'olduğunu', 'düşünürdü', '.'","42, 10, 35, 35, 19, 2, 38, 17, 38, 35, 10, 17, 2, 16, 38, 35, 3, 19, 14, 5, 12, 39, 38"
bio_829,"'ROOT', 'Cebinden', 'teleobjektifle', 'çekildiği', 'belli', 'olan', 'bir', 'fotoğraf', 'çıkarır', ',', 'fotoğrafta', 'anten', 'direkleri', 'görülmektedir', '.'","42, 35, 35, 19, 1, 15, 21, 34, 39, 38, 35, 31, 32, 17, 38"
bio_180,"'ROOT', 'Yapımcı', 'kızlardan', 'birisi', 'ertesi', 'gün', 'işe', 'gözleri', 'şiş', 'bir', 'şekilde', 'geliyor', '.'","42, 5, 31, 32, 5, 35, 35, 32, 5, 21, 3, 39, 38"
pop_1676,"'ROOT', 'Yemyeşil', 'tarlaların', 'birçoğunun', 'ortasına', 'evler', 'inşa', 'edilmişti', '.'","42, 5, 31, 31, 35, 32, 39, 15, 38"
ess_1004,"'ROOT', 'Gaskonya', 'körfezine', 'açılan', 'Bask', 'ülkesi', 'ile', ',', 'Arslan', 'Körfezine', 'bakan', 'Katalunya', '.'","42, 31, 35, 1, 31, 30, 39, 38, 31, 35, 1, 17, 38"
ins_1618,"'ROOT', 'KÜÇÜK', 'PRENS'","42, 39, 25"
news_749,"'ROOT', 'Yüzü', 'size', ',', 'saçları', 'büyük', 'annenizinkine', ',', 'gözleri', 'babasının', 'gözlerine', 'benzeyebilir', '.'","42, 32, 35, 38, 17, 5, 17, 38, 17, 31, 17, 39, 38"
bio_1228,"'ROOT', 'Halka', 'duyurulması', 'istenen', 'bir', 'şey', 'olduğunda', 'da', 'tellal', 'bağıra', 'çağıra', 'sokaklara', 'çıkar', 'onu', 'söylerdi', '.'","42, 34, 12, 1, 21, 34, 2, 4, 32, 2, 16, 35, 39, 34, 17, 38"
bio_1806,"'ROOT', 'Okundular', 'onlar', '.'","42, 39, 32, 38"
pop_1399,"'ROOT', '*', 'Baldırda', 'şiddetli', 'ağrı', '.'","42, 38, 39, 5, 32, 38"
pop_338,"'ROOT', 'Ne', 'demişler', ',', 'kefenin', 'cebi', 'yok', '.'","42, 34, 39, 38, 31, 32, 17, 38"
ins_210,"'ROOT', '""', 'Evet', 'efendim', '""'","42, 38, 39, 14, 38"
ins_1362,"'ROOT', 'Peki', ',', 'her', 'zaman', 'güzel', 'rüyalar', 'mı', 'görürüz', '?'","42, 3, 38, 21, 35, 5, 34, 8, 39, 38"
bio_56,"'ROOT', ""PKK'ya"", ',', '""', 'Bakın', 'bu', 'adam', 'bu', 'adreste', 'oturuyor', '""', 'der', 'gibi', 'hareket', 'edemezsin', '!'","42, 35, 38, 38, 22, 21, 32, 21, 35, 12, 38, 30, 9, 39, 15, 38"
bio_27,"'ROOT', 'Onda', 'ilkbahara', 'özgü', 'gelip', 'geçici', 'kasırgalar', 'çeşidinden', 'kaynamalar', 'taşmalar', 'olurdu', '.'","42, 35, 35, 9, 1, 5, 31, 5, 32, 14, 39, 38"
ess_1492,"'ROOT', 'O', 'gece', 'uykuya', 'daldığımda', 'canım', 'sıkkın', 'dı', '.'","42, 21, 35, 35, 1, 32, 39, 18, 38"
ins_1790,"'ROOT', 'merak', 'ettim', '.'","42, 39, 15, 38"
ins_1036,"'ROOT', 'Kuşların', 'farklı', 'cinslerde', 'olduğunu', 'anlamak', 'için', 'gagasına', ',', 'pençelerine', ',', 'kuyruğuna', 've', 'renklerine', 'bakmayı', 'unutmayınız', '.'","42, 32, 5, 35, 34, 2, 9, 35, 38, 17, 38, 17, 10, 17, 12, 39, 38"
news_1516,"'ROOT', ""Afganistan'daki"", 'durumla', 'ilgili', 'bir', 'bildiri', 'yayımlayan', 'UNHCR', ',', '""durumun', 'hızla', 'kötüleşebileceği', ',', 'büyük', 'göç', 'hareketleri', ',', 'hatta', 'kitle', 'halinde', 'ölümler', 'görülebileceği""', 'uyarısında', 'bulundu', '.'","42, 5, 34, 5, 21, 34, 1, 32, 38, 32, 3, 31, 38, 5, 31, 32, 38, 3, 31, 35, 32, 17, 35, 39, 38"
bio_194,"'ROOT', 'İnsanın', 'kırk', 'yıllık', 'kimliğini', 'kanıtlaması', 'ne', 'zormuş', '.'","42, 32, 33, 5, 34, 19, 3, 39, 38"
pop_1695,"'ROOT', '1', 'baş', 'sarımsak'","42, 33, 13, 39"
pop_1878,"'ROOT', '1', 'çorba', 'kaşığı', 'margarin'","42, 33, 31, 5, 39"
bio_1631,"'ROOT', 'Bir', 'şey', 'daha', 'var', ':', 'Aile', 'hukuku', 'dendiği', 'zaman', ',', 'kadın', 've', 'erkeğin', 'hakları', 'kadar', 'çocuğun', 'hakları', 'da', 'çok', 'önemli', '.'","42, 21, 32, 3, 39, 38, 31, 32, 1, 35, 38, 31, 10, 17, 35, 9, 31, 32, 4, 3, 37, 38"
news_1971,"'ROOT', 'Görüşmelerin', 'tamamlanmasını', 'bekleyin', '""', 'mesajı', 'verilmesi', 'istendi', '.'","42, 32, 34, 31, 38, 32, 19, 39, 38"
bio_954,"'ROOT', 'Meral', 'yumuşayıverdi', '.'","42, 32, 39, 38"
news_16,"'ROOT', 'Alternatif', 'Türk', 'popunun', 'taze', 'isimlerinden', 'Vega', 'yeni', 'albümü', '""', 'Tatlı', 'Sert""te', 'bu', 'kez', 'daha', 'akustik', 'bir', 'çizgi', 'yakalıyor', '.'","42, 5, 31, 31, 5, 31, 32, 5, 30, 38, 5, 25, 21, 35, 3, 5, 21, 34, 39, 38"
news_1318,"'ROOT', 'Kızıldağ', ',', 'rekorunu', ""İspanya'da"", 'egale', 'etti'","42, 32, 38, 34, 35, 39, 15"
ins_1872,"'ROOT', 'Üstelik', 'kendini', 'öyle', 'sevdirdi', 'ki', '...'","42, 3, 34, 3, 39, 4, 38"
bio_1707,"'ROOT', '""Nesi', 'varmış', '?', '""'","42, 32, 39, 38, 38"
ess_1387,"'ROOT', 'Gazeteci', 'kadınların', 'gazeteci', 'erkeklerle', 'evlenmesi', 'daha', 'da', 'zor', 'dur', ',', '""', 'diyorum', '.'","42, 14, 31, 30, 35, 32, 3, 4, 34, 18, 38, 38, 39, 38"
ins_413,"'ROOT', 'Yayar', 'yaymaz', 'da', 'o', 'taze', 'çiçeklerin', 'burcu', 'burcu', 'kokusunu', 'duydu', '.'","42, 2, 16, 4, 21, 5, 31, 5, 16, 34, 39, 38"
pop_1583,"'ROOT', 'Hadi', 'bakalım', ',', 'rastgele', '...'","42, 22, 39, 38, 17, 38"
ess_192,"'ROOT', 'Rüyalarda', 'yaratıcılığın', 'üst', 'sınırı', 'yok', 'tur', '.'","42, 35, 31, 5, 32, 39, 18, 38"
pop_1422,"'ROOT', 'Büyük', 'yayvan', 'bir', 'kabın', 'içine', 'ince', 'doğranmış', '(', 'veya', 'rendelenmiş', ')', 'soğan', ',', 'kıyma', ',', 'sütte', 'ıslatıldıktan', 'sonra', 'ufalanmış', 'ekmek', 'içi', ',', 'yumurta', ',', 'ince', 'kıyılmış', 'maydanozun', 'yarısı', ',', 'tuz', 've', 'karabiberi', 'koyun', '.'","42, 5, 17, 21, 31, 35, 3, 1, 38, 10, 17, 38, 34, 38, 17, 38, 35, 2, 9, 1, 31, 17, 38, 17, 38, 5, 1, 31, 17, 38, 17, 10, 17, 39, 38"
pop_1251,"'ROOT', '(', 'Gece', 'çıkarken', 'rahat', 'bir', 'giysinin', 'altına', 'da', 'kullanabilirsiniz', '.'","42, 38, 35, 2, 5, 21, 31, 35, 4, 39, 38"
bio_273,"'ROOT', 'Gerçekten', 'de', 'kolay', 'bir', 'iş', 'değil', '.'","42, 3, 4, 5, 21, 39, 7, 38"
bio_1943,"'ROOT', 'Şişenin', 'dibi', 'göründüğünde', ',', 'birden', 'otelde', 'gördüğüm', 'pilotlar', 'geldi', 'aklıma', '.'","42, 31, 32, 35, 38, 3, 35, 1, 32, 39, 35, 38"
news_298,"'ROOT', 'Üstad', 'yemek', 'için', 'bizden', 'müsaade', 'istedi', '.'","42, 32, 35, 9, 35, 34, 39, 38"
pop_1355,"'ROOT', 'Beyaz', 'bayrak', 'bir', 'sonrası', 'için', 'bir', 'umut', 'ama', 'ya', 'tetiğe', 'dokunursan', '...'","42, 5, 32, 21, 35, 9, 21, 39, 10, 4, 35, 2, 38"
news_1040,"'ROOT', '15', 'gün', 'değerlendirme', 'hakkı', 'bulunan', 'Sezer', ',', 'bu', 'süre', 'sonunda', 'ya', 'onay', 'verecek', 'ya', 'da', 'değişikliği', 'referanduma', 'sunacak', '.'","42, 33, 35, 31, 32, 1, 32, 38, 21, 35, 3, 11, 39, 14, 10, 10, 34, 35, 17, 38"
bio_1360,"'ROOT', '""', 'Sen', 'Güler', ""Hanım'a"", 'yavaş', 'yavaş', 'çıtlat', '""', 'demiştik', ""Mehmet'e"", '.'","42, 38, 32, 35, 25, 3, 16, 12, 38, 39, 35, 38"
ins_1335,"'ROOT', 'İyimser', 'yahut', 'eski', 'tabiriyle', '""nikbin', '""', 'dediğimiz', 'insanlar', 'hakikaten', 'yalnız', 'kendilerinin', 'hayatını', 'tatlılaştırmakla', 'kalmazlar', ',', 'beraber', 'yaşadıkları', 'insanlara', 'da', 'hayatı', 'pembe', 'bir', 'gözlük', 'arkasından', 'seyrettirirler', '.'","42, 34, 3, 5, 35, 17, 38, 1, 32, 3, 3, 31, 34, 35, 39, 38, 3, 1, 35, 4, 34, 5, 21, 31, 35, 17, 38"
bio_338,"'ROOT', 'Bizim', 'tulumlarımız', 'vardı', ',', 'içeriden', 'çektiğimiz', 'için', 'bizi', 'sıcak', 'tutuyordu', '.'","42, 31, 32, 39, 38, 35, 2, 9, 34, 3, 17, 38"
pop_1609,"'ROOT', 'Aşkın', 'cinsel', 'paylaşım', 'olmadan', ',', 'platonik', 'seviyede', 'yaşanmasına', 'olanak', 'yok', 'tur', '.'","42, 32, 5, 32, 2, 38, 5, 35, 35, 32, 39, 18, 38"
pop_504,"'ROOT', 'Üzerlerine', 'sirkeyi', 'gezdirin', '.'","42, 35, 34, 39, 38"
ins_323,"'ROOT', 'Küçük', ',', 'daracık', 'pencerelerimiz', 'birbirine', 'bakardı', '.'","42, 5, 38, 17, 32, 35, 39, 38"
bio_1124,"'ROOT', 'Otlar', ',', 'başaklar', 'arasında', 'koşuyorum', ',', 'koşuyorum', '.'","42, 31, 38, 31, 35, 39, 38, 17, 38"
bio_1537,"'ROOT', 'Aday', ',', 'locada', 'bir', 'kez', 'dolaştırıldıktan', 'sonra', 'ant', 'kürsüsünün', 'önüne', 'getirilir', '.'","42, 32, 38, 35, 21, 35, 2, 9, 31, 31, 35, 39, 38"
bio_964,"'ROOT', 'Belki', 'de', 'elinden', 'gelen', 'fazla', 'bir', 'şey', 'yok', 'tu', ',', 'ne', 'de', 'olsa', 'Sovyet', 'sistemi', 'büyük', 'çelişkilerin', 'sistemi', 'olmuştu', 'her', 'zaman', '.'","42, 3, 4, 1, 14, 3, 21, 32, 39, 18, 38, 3, 14, 14, 31, 32, 5, 31, 34, 17, 21, 35, 38"
bio_1620,"'ROOT', '""Türk', '""', 'sözcüğünün', 'kutsallık', 'kalesi', 'arkasında', ',', 'bir', 'yığın', 'ipe', 'un', 'serici', ',', 'bilgisiz', 'pozörün', 'birikip', 'durmakta', 'olduğundan', 'kimsenin', 'haberi', 'yok', 'tu', '.'","42, 31, 38, 31, 31, 31, 35, 38, 21, 13, 5, 14, 14, 38, 17, 32, 12, 15, 35, 31, 39, 14, 18, 38"
pop_1284,"'ROOT', 'İşte', 'o', 'hesap', 'birkaç', 'unutulmaması', 'gereken', 'öğüt', ';'","42, 3, 21, 22, 21, 19, 1, 39, 38"
pop_358,"'ROOT', 'Buna', 'rağmen', ',', 'hem', 'nükleer', 'hem', 'de', 'konvansiyonel', 'nitelikteki', 'silahların', 'miktarı', 'hiçbir', 'zaman', 'sıfırlanmaz', '.'","42, 35, 9, 38, 10, 31, 11, 11, 5, 17, 31, 32, 21, 35, 39, 38"
bio_1684,"'ROOT', 'O', 'yaşlarda', 'da', 'kendimi', 'edebiyatçı', 'sayıyordum', 'zaten', '.'","42, 21, 35, 4, 34, 34, 39, 3, 38"
news_1335,"'ROOT', 'MYK', 'toplantısından', 'çıkışında', '""', 'İstifa', 'etmeyeceğim', ',', 'ama', 'sıkıntılıyız', 'diyen', ""Derviş'in"", '""', 'Çağdaş', 'Sosyal', 'Demokrasi', 've', 'Türkiye', '""', 'raporunda', ""Türkiye'de"", '""', 'CHP', 'eşit', 'tir', ';', 'devlet', ',', 'yasaklar', ',', 'güdüm', '""', 'hissinin', 'sürdüğüne', 'dikkat', 'çekildi', '.'","42, 31, 35, 35, 38, 12, 15, 38, 10, 17, 1, 31, 38, 5, 30, 31, 10, 17, 38, 35, 35, 38, 32, 31, 18, 38, 34, 38, 17, 38, 17, 38, 32, 35, 39, 14, 38"
ess_419,"'ROOT', 'Efsanenin', 'çekiciliği', ',', 'beyaz', 'saç', 'lı', 'üç', 'delikanlının', 'değil', ',', 'John', ""Lennon'ın"", 'değişmeyen', 'siluetini', 'kazıyacak', 'her', 'Beatles', 'abidesinin', 'üstüne', '.'","42, 31, 32, 38, 5, 5, 9, 33, 31, 7, 38, 31, 25, 1, 34, 39, 21, 31, 31, 27, 38"
pop_443,"'ROOT', 'Servis', 'tabağına', 'aldıktan', 'sonra', 'üzerine', 'kıyılmış', 'dereotu', 'serpin', '.'","42, 31, 35, 2, 9, 35, 1, 34, 39, 38"
ess_222,"'ROOT', 'Sonra', 'da', 'bir', 'yere', 'bırakın', '.'","42, 3, 4, 21, 27, 39, 38"
ess_1506,"'ROOT', 'Köpükten', 'dişleri', ',', 'dudakları', 'gökyüzünden', '""', '.'","42, 30, 31, 38, 34, 39, 38, 38"
ins_1979,"'ROOT', 'Falsolarımızı', 'birer', 'birer', 'düzeltiyordu', '.'","42, 34, 3, 16, 39, 38"
ins_1133,"'ROOT', 'Öte', 'taraftan', 'bir', 'tümen', 'de', 'takibe', 'devam', 'eden', 'Türk', 'cengâverlerini', 'arkadan', 'çembere', 'almak', 'için', 'hazır', 'bekliyordu', '.'","42, 5, 35, 21, 32, 4, 34, 1, 15, 31, 34, 35, 27, 2, 9, 3, 39, 38"
news_833,"'ROOT', 'Samsunspor', 'maçı', 'öncesi', 'Sarı', '-', 'Lacivertli', 'yöneticilerin', 'tüm', 'uyarılarına', 'rağmen', ',', 'sinirlerine', 'hakim', 'olamayarak', ',', 'yine', 'sarı', 'kart', 'gören', 'Kemalettin', ',', 'Teknik', 'Direktör', 'Parreira', 'tarafından', ',', 'kırmızı', 'kart', 'görmemesi', 'için', 'oyundan', 'alınırken', ',', 'Trabzonspor', 'maçında', 'da', 'kart', 'görüp', 'görmeyeceği', 'şimdiden', 'merak', 'konusu', 'oldu', '.'","42, 31, 31, 35, 5, 38, 16, 31, 21, 35, 9, 38, 34, 2, 15, 38, 3, 5, 34, 1, 32, 38, 5, 30, 31, 35, 38, 5, 34, 2, 9, 35, 2, 38, 31, 35, 4, 34, 19, 16, 3, 31, 34, 39, 38"
ins_805,"'ROOT', 'Ayrıca', 'etek', 'boyu', 'dizin', '2', 'parmak', 'altında', 'olmalıydı', ',', 'bunu', 'da', 'hiç', 'biri', 'sallamazdı', '.'","42, 3, 31, 32, 31, 33, 31, 35, 39, 38, 34, 4, 3, 32, 17, 38"
ins_430,"'ROOT', 'Kapıyı', 'Doğuş', 'açtı', '.'","42, 34, 32, 39, 38"
ess_456,"'ROOT', 'Günlük', 'yaşantımızda', 'okula', 'giderken', 'otobüse', ',', 'okulda', 'yken', 'yemeğe', ',', 'çarşıda', 'yken', 'alışveriş', 'yaptığımızda', 'para', 'gereken', 'bir', 'araçtır', '.'","42, 5, 35, 35, 30, 32, 38, 35, 18, 5, 38, 30, 18, 2, 15, 34, 1, 21, 39, 38"
pop_794,"'ROOT', '12', 'adet', 'omuz', 'çalıştırma'","42, 33, 13, 14, 39"
ins_21,"'ROOT', 'Ve', 'sönmez', 'bir', 'heyecanla', 'ekledi', ':'","42, 10, 32, 21, 3, 39, 38"
ess_425,"'ROOT', '-', 'Şahin', 'Hocam', ',', 'hemen', 'bir', 'vekaletname', 'hazırla', 've', 'mahkemedeki', 'dosyana', 'koydur', ',', 'bir', 'suretini', 'de', 'bana', 'getir', '...'","42, 38, 32, 25, 38, 3, 21, 34, 39, 10, 5, 35, 17, 38, 21, 34, 4, 35, 17, 38"
pop_1873,"'ROOT', 'Kabakları', 'ince', 'dilimler', 'halinde', 'doğrayın', '.'","42, 32, 5, 31, 35, 39, 38"
news_1600,"'ROOT', 'Doğal', 'yöntemlerle', 'beslenen', 've', 'taze', 'inek', 'sütüne', 'olan', 'talepte', 'artmaktadır', '.'","42, 5, 35, 1, 10, 5, 31, 35, 1, 35, 39, 38"
news_441,"'ROOT', 'Benim', 'yanıtım', 'ikisinin', 'de', 'doğru', 'olduğu', 'dur', '.'","42, 35, 39, 32, 4, 5, 19, 18, 38"
ins_1725,"'ROOT', 'Yüzü', ',', 'kınalı', 'alıç', 'gibi', 'buruş', 'buruş', 'tur', '.'","42, 32, 38, 5, 3, 9, 39, 16, 18, 38"
news_435,"'ROOT', ""ABD'de"", 'Houdini', 'adlı', 'üç', 'buçuk', 'metre', 'boyunda', 've', 'yaklaşık', '30', 'kilogram', 'ağırlığındaki', 'Burma', 'pitonu', ',', 'çift', 'kişilik', 'elektrikli', 'battaniyeyi', 'kablosu', 've', 'kumandasıyla', 'birlikte', 'yuttu', '.'","42, 35, 30, 5, 33, 30, 31, 5, 10, 5, 33, 31, 17, 31, 32, 38, 5, 30, 30, 34, 35, 10, 17, 9, 39, 38"
ess_191,"'ROOT', '-', 'Henüz', 'hacca', 'gidecek', 'vaktim', 'olmadı', '.'","42, 38, 3, 34, 1, 34, 39, 38"
bio_741,"'ROOT', 'Demek', 'ki', ',', 'gözümüzü', 'çatlağa', 'dikip', '""devlet', 'krizi""', 'paranoyaları', 'geliştireceğimize', ',', 'devleti', 'yenileyeceğiz', '.'","42, 3, 14, 38, 34, 27, 2, 31, 31, 34, 2, 38, 34, 39, 38"
news_1522,"'ROOT', '""Elma""nın', ""Fransa'da"", 'yayımlandığı', 'sırada', ""Türkiye'de"", 'yargılanıyor', 'olması', 'da', 'Türkiye', 'için', 'olumsuz', 'bir', 'durum', 'yaratacak', '.'","42, 32, 35, 1, 35, 35, 12, 19, 4, 35, 9, 5, 21, 34, 39, 38"
